Title;R6G 
Generated;2025-10-29T03:13:11.577396
Export_Type;Combined centroid spectra (full spectrum)
Delimiter;semicolon
Evaluated_Region_cm^-1;1495.0-1520.0

Group;Raman_Shift_cm^-1;Intensity
BT-Au15nm;369.288116455078;23.7722454071045
BT-Au15nm;372.513366699219;18.887170791626
BT-Au15nm;375.737152099609;18.6193237304687
BT-Au15nm;378.959503173828;15.7683534622192
BT-Au15nm;382.180419921875;22.2338237762451
BT-Au15nm;385.39990234375;21.6153202056885
BT-Au15nm;388.617950439453;16.8125419616699
BT-Au15nm;391.834533691406;17.425085067749
BT-Au15nm;395.049713134766;11.6524677276611
BT-Au15nm;398.263458251953;17.3944683074951
BT-Au15nm;401.475738525391;24.2506427764893
BT-Au15nm;404.686614990234;20.1207160949707
BT-Au15nm;407.896057128906;15.4041833877563
BT-Au15nm;411.104064941406;9.00084590911865
BT-Au15nm;414.310638427734;9.41036510467529
BT-Au15nm;417.515777587891;-1.9676901102066
BT-Au15nm;420.719482421875;-2.53360986709595
BT-Au15nm;423.921783447266;-1.98772883415222
BT-Au15nm;427.122650146484;4.36970996856689
BT-Au15nm;430.322082519531;1.93835783004761
BT-Au15nm;433.520080566406;6.81788492202759
BT-Au15nm;436.716674804687;3.40795350074768
BT-Au15nm;439.911834716797;-1.6916344165802
BT-Au15nm;443.105590820313;1.41879391670227
BT-Au15nm;446.297912597656;10.3388671875
BT-Au15nm;449.488800048828;1.66846418380737
BT-Au15nm;452.678283691406;7.40718650817871
BT-Au15nm;455.866363525391;7.35481214523315
BT-Au15nm;459.053009033203;1.51101469993591
BT-Au15nm;462.238220214844;5.67564249038696
BT-Au15nm;465.422027587891;1.64836525917053
BT-Au15nm;468.604431152344;1.32889521121979
BT-Au15nm;471.785400390625;-0.982905268669128
BT-Au15nm;474.964996337891;-4.28740119934082
BT-Au15nm;478.143127441406;-9.68468379974365
BT-Au15nm;481.319885253906;-2.07513356208801
BT-Au15nm;484.495208740234;-4.55889463424683
BT-Au15nm;487.669128417969;-9.43624019622803
BT-Au15nm;490.841644287109;-5.40734338760376
BT-Au15nm;494.012756347656;-5.07245588302612
BT-Au15nm;497.182434082031;-5.43179082870483
BT-Au15nm;500.350738525391;-6.38551950454712
BT-Au15nm;503.517608642578;-4.83393144607544
BT-Au15nm;506.68310546875;-4.37708044052124
BT-Au15nm;509.84716796875;-4.51528406143188
BT-Au15nm;513.009826660156;-1.14869809150696
BT-Au15nm;516.171081542969;1.02247714996338
BT-Au15nm;519.330993652344;5.19806957244873
BT-Au15nm;522.489440917969;0.677947640419006
BT-Au15nm;525.646484375;0.861836791038513
BT-Au15nm;528.802185058594;1.54961276054382
BT-Au15nm;531.956420898438;-1.65885698795319
BT-Au15nm;535.109313964844;2.23620057106018
BT-Au15nm;538.260803222656;-3.46538877487183
BT-Au15nm;541.410888671875;-2.56371068954468
BT-Au15nm;544.5595703125;-1.458944439888
BT-Au15nm;547.706848144531;0.848758220672607
BT-Au15nm;550.852722167969;3.25921225547791
BT-Au15nm;553.997253417969;4.07226037979126
BT-Au15nm;557.140380859375;0.787822425365448
BT-Au15nm;560.282104492188;-5.39422798156738
BT-Au15nm;563.422424316406;5.52591276168823
BT-Au15nm;566.561340332031;5.5481128692627
BT-Au15nm;569.698913574219;10.7723407745361
BT-Au15nm;572.835083007812;5.1983494758606
BT-Au15nm;575.969848632812;-2.87393522262573
BT-Au15nm;579.103271484375;-4.64464521408081
BT-Au15nm;582.235290527344;-1.51386058330536
BT-Au15nm;585.365905761719;3.71825623512268
BT-Au15nm;588.495178222656;-2.44840574264526
BT-Au15nm;591.622985839844;4.18611907958984
BT-Au15nm;594.74951171875;4.82167625427246
BT-Au15nm;597.874572753906;14.2581520080566
BT-Au15nm;600.998291015625;18.0954818725586
BT-Au15nm;604.120666503906;23.7334728240967
BT-Au15nm;607.241638183594;57.3721656799316
BT-Au15nm;610.361206054687;93.2114181518555
BT-Au15nm;613.479431152344;82.2510757446289
BT-Au15nm;616.596252441406;30.2911739349365
BT-Au15nm;619.711730957031;9.63148403167725
BT-Au15nm;622.825805664062;-0.12797449529171
BT-Au15nm;625.938537597656;-0.487280368804932
BT-Au15nm;629.049865722656;4.35347747802734
BT-Au15nm;632.159851074219;7.69415092468262
BT-Au15nm;635.268432617187;7.43481540679932
BT-Au15nm;638.375671386719;5.67525482177734
BT-Au15nm;641.481506347656;0.415461927652359
BT-Au15nm;644.585998535156;0.255409151315689
BT-Au15nm;647.689147949219;-4.00503969192505
BT-Au15nm;650.790893554687;-1.76590931415558
BT-Au15nm;653.891296386719;-2.42722105979919
BT-Au15nm;656.990295410156;5.21085834503174
BT-Au15nm;660.088012695313;7.8484091758728
BT-Au15nm;663.184265136719;3.48531794548035
BT-Au15nm;666.279235839844;2.02149748802185
BT-Au15nm;669.372802734375;-1.24299073219299
BT-Au15nm;672.465026855469;-1.80831503868103
BT-Au15nm;675.555847167969;2.42551636695862
BT-Au15nm;678.645385742188;1.85848569869995
BT-Au15nm;681.733520507812;0.0905272662639618
BT-Au15nm;684.8203125;-0.778361022472382
BT-Au15nm;687.905700683594;-2.64824080467224
BT-Au15nm;690.989807128906;-1.71915984153748
BT-Au15nm;694.072509765625;2.60882377624512
BT-Au15nm;697.153869628906;4.43577575683594
BT-Au15nm;700.23388671875;-3.63841938972473
BT-Au15nm;703.3125;-1.21376645565033
BT-Au15nm;706.389831542969;0.709707736968994
BT-Au15nm;709.465759277344;-1.56803452968597
BT-Au15nm;712.540405273437;3.75303149223328
BT-Au15nm;715.613647460937;2.77279806137085
BT-Au15nm;718.685546875;-2.40865778923035
BT-Au15nm;721.756103515625;4.20852184295654
BT-Au15nm;724.825317382813;1.72447824478149
BT-Au15nm;727.893188476563;-4.66091537475586
BT-Au15nm;730.959716796875;-4.34769868850708
BT-Au15nm;734.024841308594;2.46422505378723
BT-Au15nm;737.088684082031;8.37475776672363
BT-Au15nm;740.151184082031;8.48392391204834
BT-Au15nm;743.212341308594;-0.508334279060364
BT-Au15nm;746.272155761719;-0.001988748088479
BT-Au15nm;749.330627441406;-2.09702253341675
BT-Au15nm;752.387756347656;-1.89341735839844
BT-Au15nm;755.443542480469;6.60869979858398
BT-Au15nm;758.497985839844;6.809410572052
BT-Au15nm;761.551086425781;13.4087247848511
BT-Au15nm;764.602844238281;32.9065818786621
BT-Au15nm;767.653259277344;49.0030479431152
BT-Au15nm;770.702392578125;58.9981193542481
BT-Au15nm;773.750183105469;57.9917106628418
BT-Au15nm;776.796569824219;43.9838790893555
BT-Au15nm;779.841674804687;29.174711227417
BT-Au15nm;782.885498046875;25.9640483856201
BT-Au15nm;785.927917480469;15.7520418167114
BT-Au15nm;788.968994140625;2.63861441612244
BT-Au15nm;792.0087890625;3.92376136779785
BT-Au15nm;795.047241210937;0.707588851451874
BT-Au15nm;798.084411621094;3.29003286361694
BT-Au15nm;801.120178222656;2.77107930183411
BT-Au15nm;804.154663085938;-1.8491997718811
BT-Au15nm;807.187805175781;-2.77080464363098
BT-Au15nm;810.219604492188;3.30626511573791
BT-Au15nm;813.250122070312;-2.31798911094666
BT-Au15nm;816.279296875;1.55645906925201
BT-Au15nm;819.307189941406;6.42962455749512
BT-Au15nm;822.333679199219;1.10151088237762
BT-Au15nm;825.35888671875;1.77214658260345
BT-Au15nm;828.3828125;4.3415732383728
BT-Au15nm;831.405395507812;-1.89020383358002
BT-Au15nm;834.426635742188;-5.22321462631226
BT-Au15nm;837.446594238281;2.74258351325989
BT-Au15nm;840.465209960937;1.70728409290314
