Title;R6G 
Generated;2025-10-29T03:12:50.359707
Export_Type;Combined centroid spectra (full spectrum)
Delimiter;semicolon
Evaluated_Region_cm^-1;604.0-615.0

Group;Raman_Shift_cm^-1;Intensity
BT-Au15nm;369.288116455078;24.087911605835
BT-Au15nm;372.513366699219;29.4655323028564
BT-Au15nm;375.737152099609;31.2647342681885
BT-Au15nm;378.959503173828;23.6849956512451
BT-Au15nm;382.180419921875;23.3259468078613
BT-Au15nm;385.39990234375;22.6369495391846
BT-Au15nm;388.617950439453;21.9677124023438
BT-Au15nm;391.834533691406;22.2677364349365
BT-Au15nm;395.049713134766;16.7865200042725
BT-Au15nm;398.263458251953;29.6237258911133
BT-Au15nm;401.475738525391;29.478816986084
BT-Au15nm;404.686614990234;19.7515163421631
BT-Au15nm;407.896057128906;11.9412298202515
BT-Au15nm;411.104064941406;12.8477172851562
BT-Au15nm;414.310638427734;3.97045564651489
BT-Au15nm;417.515777587891;-0.690828323364258
BT-Au15nm;420.719482421875;-1.73668265342712
BT-Au15nm;423.921783447266;-0.667367994785309
BT-Au15nm;427.122650146484;-0.383285760879517
BT-Au15nm;430.322082519531;2.81514453887939
BT-Au15nm;433.520080566406;-2.07238078117371
BT-Au15nm;436.716674804687;0.153791800141335
BT-Au15nm;439.911834716797;3.59322381019592
BT-Au15nm;443.105590820313;2.74562931060791
BT-Au15nm;446.297912597656;7.41065502166748
BT-Au15nm;449.488800048828;3.78797721862793
BT-Au15nm;452.678283691406;4.67725372314453
BT-Au15nm;455.866363525391;0.878148376941681
BT-Au15nm;459.053009033203;-0.009682398289442
BT-Au15nm;462.238220214844;6.31355810165405
BT-Au15nm;465.422027587891;2.44741487503052
BT-Au15nm;468.604431152344;-3.7082679271698
BT-Au15nm;471.785400390625;-5.85392189025879
BT-Au15nm;474.964996337891;-3.1897292137146
BT-Au15nm;478.143127441406;-4.41605043411255
BT-Au15nm;481.319885253906;-4.63314294815063
BT-Au15nm;484.495208740234;-6.44131994247437
BT-Au15nm;487.669128417969;-4.14078092575073
BT-Au15nm;490.841644287109;-2.63181638717651
BT-Au15nm;494.012756347656;-2.01472520828247
BT-Au15nm;497.182434082031;0.610259532928467
BT-Au15nm;500.350738525391;-7.25705337524414
BT-Au15nm;503.517608642578;3.18295359611511
BT-Au15nm;506.68310546875;0.0301352925598621
BT-Au15nm;509.84716796875;-3.21574687957764
BT-Au15nm;513.009826660156;-4.25500011444092
BT-Au15nm;516.171081542969;-1.48775625228882
BT-Au15nm;519.330993652344;4.48566198348999
BT-Au15nm;522.489440917969;-0.234868690371513
BT-Au15nm;525.646484375;9.45034980773926
BT-Au15nm;528.802185058594;3.34115529060364
BT-Au15nm;531.956420898438;-4.06266117095947
BT-Au15nm;535.109313964844;-6.2613639831543
BT-Au15nm;538.260803222656;-7.15505456924439
BT-Au15nm;541.410888671875;-1.64401459693909
BT-Au15nm;544.5595703125;-4.22837400436401
BT-Au15nm;547.706848144531;-3.60833263397217
BT-Au15nm;550.852722167969;1.31590175628662
BT-Au15nm;553.997253417969;4.14418601989746
BT-Au15nm;557.140380859375;4.67627143859863
BT-Au15nm;560.282104492188;2.61205840110779
BT-Au15nm;563.422424316406;2.85134291648865
BT-Au15nm;566.561340332031;-1.10597932338715
BT-Au15nm;569.698913574219;1.23980915546417
BT-Au15nm;572.835083007812;10.0886850357056
BT-Au15nm;575.969848632812;5.44043350219727
BT-Au15nm;579.103271484375;4.39487981796265
BT-Au15nm;582.235290527344;1.05185282230377
BT-Au15nm;585.365905761719;2.01130652427673
BT-Au15nm;588.495178222656;6.07308864593506
BT-Au15nm;591.622985839844;5.53698921203613
BT-Au15nm;594.74951171875;5.20292377471924
BT-Au15nm;597.874572753906;4.87068843841553
BT-Au15nm;600.998291015625;8.84026622772217
BT-Au15nm;604.120666503906;27.1115341186523
BT-Au15nm;607.241638183594;60.4842338562012
BT-Au15nm;610.361206054687;108.158386230469
BT-Au15nm;613.479431152344;85.6338119506836
BT-Au15nm;616.596252441406;24.4104042053223
BT-Au15nm;619.711730957031;10.488109588623
BT-Au15nm;622.825805664062;3.86670279502869
BT-Au15nm;625.938537597656;0.146178096532822
BT-Au15nm;629.049865722656;3.22645974159241
BT-Au15nm;632.159851074219;12.3073406219482
BT-Au15nm;635.268432617187;9.78881072998047
BT-Au15nm;638.375671386719;-0.729245781898499
BT-Au15nm;641.481506347656;-3.04690599441528
BT-Au15nm;644.585998535156;-4.86426877975464
BT-Au15nm;647.689147949219;2.51853251457214
BT-Au15nm;650.790893554687;-3.09847331047058
BT-Au15nm;653.891296386719;-2.51547574996948
BT-Au15nm;656.990295410156;7.76757097244263
BT-Au15nm;660.088012695313;10.4504222869873
BT-Au15nm;663.184265136719;5.03318786621094
BT-Au15nm;666.279235839844;0.115653567016125
BT-Au15nm;669.372802734375;-4.90216302871704
BT-Au15nm;672.465026855469;-3.32031440734863
BT-Au15nm;675.555847167969;1.76103925704956
BT-Au15nm;678.645385742188;6.04191064834595
BT-Au15nm;681.733520507812;-1.07773339748383
BT-Au15nm;684.8203125;-1.09801042079926
BT-Au15nm;687.905700683594;-3.11894965171814
